label,content,synonym_aug,back_translation
5,"WATCH: California Congressman Adam Schiff (D) says that President Trump’s response to fires in Malibu show How little he understands the job he has.” #MTP @RepAdamSchiff: He is only the president, I think in his view, of those who voted for him. The rest, he could care less.”","sentinel: California Congressman Adam Schiff (D) says that Chief executive Trump ’ s response to fires in Malibu show How little he understands the job he has. ” # MTP @ RepAdamSchiff: Atomic number 2 be only the president, I think in his aspect, of those who voted for him. The rest, he could wish less. ”","WATCH: California Congressman Adam Schiff (D) says President Trump's response to the Malibu fires shows how little he understands about his job. ""# MTP @ RepAdamSchiff: I think he's just the president of those who voted for him, and he might not care about the rest."""
6,"At least 19 people were killed, over 300 injured in Kashmir #Earthquake and PM Imran Khans adviser on information and broadcasting is cracking jokes.","At least 19 people were toss off, over 300 injured in Cashmere # Earthquake and PM Imran Khan adviser on information and broadcast medium be cracking joke.","At least 19 people have been killed and more than 300 injured in Kashmir # earthquake, and Prime Minister Imran Khan's information and broadcasting adviser jokes."
3,its heartbreaking to hear about a devastating event in such a beautiful country. my heart goes out to all those affected. #ItalyEarthquake,its heartbreaking to hear about a withering event in such a beautiful country. my essence goes kayoed to all those affected. # ItalyEarthquake,It is heartbreaking to hear of such a devastating event in such a beautiful country. my heart goes out to all those affected. # ItalyEarthquake
6,RT @RipplesNG: 41 feared dead in powerful Ecuador earthquake,RT @ RipplesNG: xli fear deadened in powerful Ecuador earthquake,RT @ RipplesNG: 41 feared dead in major earthquake in Ecuador
5,"So by that reasoning, i guess all of the deaths, destruction of homes &amp; businesses due to the hurricanes was God smiting the Evangelicals.  via @HuffPostPol","Therefore by that abstract thought, 1 suppose all of the deaths, death of home & ampere; businesses due to the hurricanes was God smiting the Evangelicals. via @ HuffPostPol","So I think all the deaths, the destruction of homes & amp; businesses as a result of the hurricanes God hit the evangelicals. via @ HuffPostPol"
4,A smoke forecast from @NOAA said wind could carry smoke from the deadly California wildfires across the nation reaching as far as Dallas and Virginia,A weed prognosis from @ NOAA said wind could stockpile smoke from the deadly Golden state wildfire across the nation reaching equally far as Dallas and Old dominion,"A smoke forecast by @ NOAA said wind could carry smoke from the deadly wildfires in California across the nation, reaching as far away as Dallas and Virginia."
8,"Urgent requirement for food items that can be served to a 600 pac camp in Trivandrum Rice , Masala powder , Salt etc etc . (They have cooking facility ) Please contact Salman : 9447608555 #KeralaFloodRelief #KeralaFoodRelief","Urgent prerequisite for food point that can be dish up to a 600 political action committee camp in Trivandrum Timothy miles bindon rice, Masala powder, Salt etc etc. (They experience cooking adeptness) Please contact Salman: 9447608555 # KeralaFloodRelief # KeralaFoodRelief","Urgent need for food that can be served in a 600 Pac warehouse in Trivandrum rice, masala powder, salt etc. (you have cooking facilities) Please contact Salman: 9447608555 # KeralaFloodRelief # KeralaFoodRelief"
8,RT @HumanityRoad: #MexicoEarthquake Volunteers needed in #Morelos. #sismoMX #hmrd,RT @ HumanityRoad: # MexicoEarthquake Volunteers necessitate in # Morelos. # sismoMX # hmrd,RT @ HumanityRoad: # MexicoEarthquake Volunteers Wanted in # Morelos. # sismoMX # hmrd
5,RT @DavidMixner: Woolsey Fire latest example of California’s age of ‘megafires’  via @CurbedLA,RT @ DavidMixner: Woolsey Fire latest example of Ca ’ s historic period of ‘ megafires ’ via @ CurbedLA,"RT @ DavidMixner: Woolsey Fire latest example of California's age of ""megafire"" via @ CurbedLA"
6,"Fires across California force 160,000 from their homes; 9 dead, 6,700 structures destroyed","Fires across California force 160, 000 from their homes; nine dead, hexad, 700 social organization destroyed","Fires across California force 160,000 people from their homes; 9 dead, 6,700 buildings destroyed"
8,"RT @carol_liseth: Please help #Ecuador, we really need your help! here are official account details for #internationaldonations","RT @ carol_liseth: Please assist # Republic of ecuador, we truly demand your help! here exist official account item for # internationaldonations","RT @ carol _ liseth: Please help # Ecuador, we need your help! Here are the official account details for # international donations"
5,#KeralaFloods President of INC: Declare the floods as a National Disaster. Leader of Opposition in KLA (INC): Man Made disaster.,# KeralaFloods Chairman of INC: Declare the flood lamp as a National Cataclysm. Leader of Opposition in KLA (INC ): Human Hit catastrophe.,# KeralaFloods President of INC: Declare the floods a national disaster. Opposition Leader in KLA (INC): Man Made disaster.
3,"Kindly contribute whatever you can, no matter how small or big it is. Kerala needs help, there are so many people who have lost their homes, and isolated from their families. #keralafloods #mykeralaneedshelp #pleaseshare #Monsoon2018 #KeralaFloodRelief","Kindly contribute whatever you can, no topic how small or big it is. Kerala needs help, there are so many people who sustain mislay their homes, and keep apart from their families. # keralafloods # mykeralaneedshelp # pleaseshare # Monsoon2018 # KeralaFloodRelief","Kerala needs help, there are so many people who have lost their homes and are isolated from their families. # keralafloods # mykeralaneedshelp # pleaseshare # Monsoon2018 # KeralaFloodRelief"
1,Young actor @ttovino went a step further. He opened the doors of his house in Irinjalakkuda for the public. He has announced that the people who have been affected by floods can stay in his house..’ - New Indian Express #KeralaRainsHelp #KeralaFloods #SaveKerala,Young player @ ttovino went a step further. He open up the door of his house in Irinjalakkuda for the world. Atomic number 2 has announce that the mass who have been affected by flood can stay in his house. . ’ - New Indian Express # KeralaRainsHelp # KeralaFloods # SaveKerala,"The young actor @ ttovino went one step further by opening the doors of his home in Irinjalakkuda to the public. He announced that people affected by flooding can stay in his house. ""- New Indian Express # KeralaRainsHelp # KeralaFloods # SaveKerala"
1,"council gives final approval to $50,000 donation to Canadian Red Cross in support of those affected by wildfire in Fort McMurray..","council gives final blessing to $ 50, 000 donation to Canadian Red Cross in documentation of those touch on by wildfire in Fortress McMurray..","The City Council is finally approving a $50,000 donation to the Canadian Red Cross to help people affected by a wildfire in Fort McMurray."
1,"The Faculty, Residents &amp; Staff @JipmerNephro contributed Rice, Sugar &amp; Pulses worth INR 21000/- for #KeralaFloodRelief - in addition to their personal contributions, volunteering for relief work &amp; joining #JIPMER fund collection drive from staff salary contributions","The Mental faculty, Residents & amp; Faculty @ JipmerNephro contributed Rice, Sugar & amp; Pulses deserving INR 21000 / - for # KeralaFloodRelief - in addition to their personal contributions, volunteering for relief work & amp; connect # JIPMER fund collection private road from staff salary contributions","The Faculty, Residents & amp; Staff @ JipmerNephro donated INR 21000 worth of rice, sugar & amp; pulses to # KeralaFloodRelief in addition to their personal contributions, voluntary contributions to the relief effort & amp; and joined the # JIPMER fundraiser from employees' salary contributions."
2,"Protecting life is obviously main concern nowbut with reports like this, the cost of these fires is going to be unprecedentedjust using low average per structure costs estimates for the area, the structural damage alone has to be easily in excess of $5 Billion.","Protecting life constitute obviously main concern nowbut with theme like this, the cost of these ardour is move to equal unprecedentedjust use low median per social organization costs estimates for the area, the geomorphologic damage alone has to be easily in excess of $ 5 Million.","The protection of lives is now obviously the main concern, but in reports such as this, the cost of these fires will be unprecedented if only the low average cost per structure for the area is taken into account, the structural damage alone must easily exceed $5 billion."
3,"My heart goes out to the people of Kerala battling #KeralaFloods In this hour of crisis, to stand beside the flood-affected people of Kerala#standwithkerala #KeralaDonation Challenge#DoforKerala to reach out to people #kerala #flood #KeralaFloodRelief","My heart belong out to the hoi polloi of Kerala combat # KeralaFloods In this time of day of crisis, to stand beside the flood - stirred people of Kerala # standwithkerala # KeralaDonation Challenge # DoforKerala to accomplish out to hoi polloi # kerala # flowage # KeralaFloodRelief",My heart is with the people of Kerala in this hour of crisis # KeralaFloodRelief # KeralaFloodRelief # Kerala # standwithkerala # KeralaDonation Challenge # DoforKerala # Kerala # flood # KeralaFloodRelief
6,#DailyWorldBriefing on Nov. 11 features: 1. Trump asks more fairness in security cooperation with Europe➡ 2. Death toll in California #wildfire rises to 23➡ 3. Egypt unearths 7 pharaonic tombs near capital➡,# DailyWorldBriefing on November. 11 features: 1. Trump asks more than fairness in security cooperation with Ec ➡ 2. Decease toll in Ca # wildfire rises to xxiii ➡ trinity. Egypt unearths 7 pharaonic tomb near capital ➡,# DailyWorldBriefing on November 11: 1. Trump calls for more fairness in security cooperation with Europe 2. Deaths in California # Wildfire rises to 23 3. Egypt uncovers 7 pharaonic tombs near the capital
